filepath,label
Kather_texture_2016_image_tiles_5000/06_MUCOSA/106CD_CRC-Prim-HE-07_001_copy.tif_Row_1051_Col_751.tif,5
Kather_texture_2016_image_tiles_5000/08_EMPTY/14AD7_CRC-Prim-HE-06_005.tif_Row_2251_Col_3451.tif,7
Kather_texture_2016_image_tiles_5000/04_LYMPHO/153FC_CRC-Prim-HE-01_004.tif_Row_1_Col_1051.tif,3
Kather_texture_2016_image_tiles_5000/03_COMPLEX/6DC5_CRC-Prim-HE-09_015.tif_Row_1_Col_1.tif,2
Kather_texture_2016_image_tiles_5000/04_LYMPHO/A225_CRC-Prim-HE-05_003.tif_Row_301_Col_451.tif,3
Kather_texture_2016_image_tiles_5000/07_ADIPOSE/14B6C_CRC-Prim-HE-10_020.tif_Row_601_Col_1201.tif,6
Kather_texture_2016_image_tiles_5000/08_EMPTY/11853_CRC-Prim-HE-06_005.tif_Row_5701_Col_7801.tif,7
Kather_texture_2016_image_tiles_5000/05_DEBRIS/11FAD_CRC-Prim-HE-04_020.tif_Row_451_Col_151.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/14A08_CRC-Prim-HE-05.tif_Row_1_Col_1351.tif,5
Kather_texture_2016_image_tiles_5000/08_EMPTY/10939_CRC-Prim-HE-06_005.tif_Row_3451_Col_7201.tif,7
Kather_texture_2016_image_tiles_5000/05_DEBRIS/7552_CRC-Prim-HE-08_023.tif_Row_301_Col_601.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/8934_CRC-Prim-HE-08_021.tif_Row_1_Col_451.tif,4
Kather_texture_2016_image_tiles_5000/02_STROMA/143F5_CRC-Prim-HE-04.tif_Row_1201_Col_151.tif,1
Kather_texture_2016_image_tiles_5000/03_COMPLEX/16B59_CRC-Prim-HE-07_004.tif_Row_1_Col_301.tif,2
Kather_texture_2016_image_tiles_5000/07_ADIPOSE/12287_CRC-Prim-HE-04_036.tif_Row_1051_Col_1201.tif,6
Kather_texture_2016_image_tiles_5000/05_DEBRIS/2846_CRC-Prim-HE-05_031.tif_Row_151_Col_1201.tif,4
Kather_texture_2016_image_tiles_5000/03_COMPLEX/3ECC_CRC-Prim-HE-06_010.tif_Row_301_Col_151.tif,2
Kather_texture_2016_image_tiles_5000/06_MUCOSA/14CC6_CRC-Prim-HE-08_022.tif_Row_301_Col_1501.tif,5
Kather_texture_2016_image_tiles_5000/01_TUMOR/8594_CRC-Prim-HE-07_025.tif_Row_151_Col_301.tif,0
Kather_texture_2016_image_tiles_5000/03_COMPLEX/17BB_CRC-Prim-HE-06_030.tif_Row_1_Col_451.tif,2
Kather_texture_2016_image_tiles_5000/01_TUMOR/11147_CRC-Prim-HE-09_011.tif_Row_301_Col_1.tif,0
Kather_texture_2016_image_tiles_5000/01_TUMOR/17497_CRC-Prim-HE-08_010.tif_Row_301_Col_151.tif,0
Kather_texture_2016_image_tiles_5000/03_COMPLEX/12DBD_CRC-Prim-HE-01_049.tif_Row_151_Col_151.tif,2
Kather_texture_2016_image_tiles_5000/02_STROMA/1360B_CRC-Prim-HE-10_019.tif_Row_601_Col_1.tif,1
Kather_texture_2016_image_tiles_5000/01_TUMOR/136D4_CRC-Prim-HE-07_025.tif_Row_1501_Col_151.tif,0
Kather_texture_2016_image_tiles_5000/04_LYMPHO/CC37_CRC-Prim-HE-05_010.tif_Row_151_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/02_STROMA/12A69_CRC-Prim-HE-03_030.tif_Row_601_Col_1.tif,1
Kather_texture_2016_image_tiles_5000/08_EMPTY/10CEA_CRC-Prim-HE-06_005.tif_Row_6301_Col_3751.tif,7
Kather_texture_2016_image_tiles_5000/08_EMPTY/13AF0_CRC-Prim-HE-06_005.tif_Row_1651_Col_1201.tif,7
Kather_texture_2016_image_tiles_5000/01_TUMOR/16A2_CRC-Prim-HE-07_025.tif_Row_301_Col_151.tif,0
Kather_texture_2016_image_tiles_5000/01_TUMOR/38DD_CRC-Prim-HE-04_034.tif_Row_1_Col_301.tif,0
Kather_texture_2016_image_tiles_5000/01_TUMOR/12476_CRC-Prim-HE-02_028.tif_Row_301_Col_301.tif,0
Kather_texture_2016_image_tiles_5000/02_STROMA/13F10_CRC-Prim-HE-03_008.tif_Row_1351_Col_301.tif,1
Kather_texture_2016_image_tiles_5000/04_LYMPHO/4A8E_CRC-Prim-HE-06.tif_Row_151_Col_151.tif,3
Kather_texture_2016_image_tiles_5000/02_STROMA/11690_CRC-Prim-HE-03_004.tif_Row_151_Col_151.tif,1
Kather_texture_2016_image_tiles_5000/03_COMPLEX/140D7_CRC-Prim-HE-09_029.tif_Row_301_Col_1.tif,2
Kather_texture_2016_image_tiles_5000/05_DEBRIS/16B51_CRC-Prim-HE-05_031.tif_Row_1_Col_451.tif,4
Kather_texture_2016_image_tiles_5000/07_ADIPOSE/10F59_CRC-Prim-HE-06_004.tif_Row_1051_Col_1351.tif,6
Kather_texture_2016_image_tiles_5000/03_COMPLEX/4A31_CRC-Prim-HE-09_028.tif_Row_151_Col_1.tif,2
Kather_texture_2016_image_tiles_5000/02_STROMA/1064A_CRC-Prim-HE-04.tif_Row_1501_Col_751.tif,1
Kather_texture_2016_image_tiles_5000/04_LYMPHO/168E4_CRC-Prim-HE-05_004.tif_Row_151_Col_451.tif,3
Kather_texture_2016_image_tiles_5000/02_STROMA/11B25_CRC-Prim-HE-05_009b.tif_Row_451_Col_1351.tif,1
Kather_texture_2016_image_tiles_5000/07_ADIPOSE/116B3_CRC-Prim-HE-10_020.tif_Row_301_Col_1801.tif,6
Kather_texture_2016_image_tiles_5000/02_STROMA/13351_CRC-Prim-HE-03.tif_Row_1501_Col_1651.tif,1
Kather_texture_2016_image_tiles_5000/01_TUMOR/16B00_CRC-Prim-HE-05_008.tif_Row_1_Col_451.tif,0
Kather_texture_2016_image_tiles_5000/06_MUCOSA/2387_CRC-Prim-HE-06_001.tif_Row_451_Col_1.tif,5
Kather_texture_2016_image_tiles_5000/07_ADIPOSE/152A3_CRC-Prim-HE-03_012.tif_Row_3751_Col_2851.tif,6
Kather_texture_2016_image_tiles_5000/01_TUMOR/16AD0_CRC-Prim-HE-01_046.tif_Row_1_Col_151.tif,0
Kather_texture_2016_image_tiles_5000/08_EMPTY/10D6_CRC-Prim-HE-06_005.tif_Row_1_Col_6451.tif,7
Kather_texture_2016_image_tiles_5000/01_TUMOR/A2B9_CRC-Prim-HE-10_021.tif_Row_601_Col_1.tif,0
Kather_texture_2016_image_tiles_5000/02_STROMA/11210_CRC-Prim-HE-06_034.tif_Row_1201_Col_751.tif,1
Kather_texture_2016_image_tiles_5000/03_COMPLEX/3800_CRC-Prim-HE-09_016.tif_Row_451_Col_901.tif,2
Kather_texture_2016_image_tiles_5000/02_STROMA/139A1_CRC-Prim-HE-01_018.tif_Row_1_Col_151.tif,1
Kather_texture_2016_image_tiles_5000/06_MUCOSA/2680_CRC-Prim-HE-08_022.tif_Row_151_Col_751.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/21CD_CRC-Prim-HE-08_021.tif_Row_1801_Col_601.tif,4
Kather_texture_2016_image_tiles_5000/07_ADIPOSE/1428D_CRC-Prim-HE-06_004.tif_Row_601_Col_1951.tif,6
Kather_texture_2016_image_tiles_5000/05_DEBRIS/48B0_CRC-Prim-HE-10_016.tif_Row_151_Col_301.tif,4
Kather_texture_2016_image_tiles_5000/03_COMPLEX/14E30_CRC-Prim-HE-06_011.tif_Row_1_Col_1.tif,2
Kather_texture_2016_image_tiles_5000/01_TUMOR/1450D_CRC-Prim-HE-09_024.tif_Row_451_Col_1.tif,0
Kather_texture_2016_image_tiles_5000/03_COMPLEX/146D2_CRC-Prim-HE-03_002.tif_Row_451_Col_2251.tif,2
Kather_texture_2016_image_tiles_5000/08_EMPTY/10490_CRC-Prim-HE-06_005.tif_Row_601_Col_901.tif,7
Kather_texture_2016_image_tiles_5000/02_STROMA/103F4_CRC-Prim-HE-02_015.tif_Row_1_Col_1951.tif,1
Kather_texture_2016_image_tiles_5000/01_TUMOR/4549_CRC-Prim-HE-02_007.tif_Row_151_Col_1.tif,0
